Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,31,50,828,30,2,20,40,60,77,60,40,80,0,6582,8346,4,10,13,60,3,0,10,2,80,6,5,0,5
40,42,50,319,60,24,60,80,60,56,60,60,20,100,7406,6950,1,10,21,80,4,1,10,5,40,10,9,5,8
40,45,50,561,30,2,60,80,60,61,60,40,40,100,4805,16177,0,0,19,60,2,1,9,3,80,8,7,3,7
60,26,100,426,90,17,80,40,40,58,60,20,60,50,2741,22808,0,10,11,60,2,1,8,2,40,7,7,1,0
40,29,50,232,60,19,60,80,60,34,60,40,80,50,4262,22645,4,0,12,60,2,2,8,2,80,3,2,1,2
40,33,50,922,60,1,100,20,40,95,80,80,60,50,16184,22578,4,0,19,60,3,1,10,2,60,6,1,0,5
40,31,50,688,30,7,60,60,60,44,40,60,80,50,11557,25291,9,0,21,80,3,1,10,3,40,5,4,0,1
60,18,100,1306,30,5,60,40,60,69,60,20,40,0,1878,8059,1,10,14,60,4,0,0,3,60,0,0,0,0
40,40,0,1094,30,28,60,60,60,58,20,60,20,50,10932,11373,3,0,15,60,3,1,20,2,60,1,0,0,1
40,41,0,509,60,2,80,20,40,62,40,40,60,0,6811,2112,2,10,17,60,1,0,10,3,60,8,7,0,7
40,26,50,775,30,29,40,20,60,45,60,40,60,50,4306,4267,5,0,12,60,1,2,8,5,60,0,0,0,0
40,35,50,195,30,1,60,20,40,80,60,40,60,0,4859,6698,1,0,16,60,4,0,5,3,60,5,4,0,3
40,34,50,258,30,21,80,80,60,74,80,40,80,0,5337,19921,1,0,12,60,4,0,10,3,60,10,7,5,7
60,26,50,471,60,24,60,60,60,66,20,20,80,0,2340,23213,1,10,18,60,2,0,1,3,20,1,0,0,0
40,37,50,799,60,1,60,40,40,59,60,60,80,0,7491,23848,4,0,17,60,4,0,12,3,80,6,5,1,2
40,46,100,1034,60,18,20,20,40,86,60,60,60,100,10527,8984,5,0,11,60,4,0,28,3,40,2,2,1,2
40,41,50,1276,30,2,100,40,40,91,60,80,20,100,16595,5626,7,0,16,60,2,1,22,2,60,18,16,11,8
40,37,0,142,30,9,80,20,60,69,60,60,40,50,8834,24666,1,0,13,60,4,1,9,6,60,9,5,7,7
40,52,50,956,60,6,40,80,60,78,60,40,20,50,5577,22087,3,10,12,60,2,2,18,3,60,10,9,6,9
60,32,0,1474,30,11,80,80,60,60,80,40,60,100,4707,23914,8,0,12,60,4,0,6,2,60,4,2,1,2
40,24,100,535,30,24,60,80,60,38,60,20,80,100,2400,5530,0,0,13,60,3,2,3,3,60,2,2,2,1
40,38,50,1495,60,10,60,60,40,76,60,40,60,100,9824,22174,3,0,19,60,3,1,18,4,60,1,0,0,0
40,37,50,446,60,1,80,40,40,65,60,40,40,100,6447,15701,6,0,12,60,2,1,8,2,40,6,5,4,3
40,49,50,1245,60,18,80,80,60,58,40,100,60,50,19502,2125,1,10,17,60,3,1,31,5,60,31,9,0,9
40,24,50,691,60,23,60,40,60,89,80,20,80,100,2725,21630,1,10,11,60,2,2,6,3,60,6,5,1,4
40,26,50,703,30,28,40,20,60,66,60,40,40,100,6272,7428,1,0,20,80,4,2,6,5,80,5,3,1,4
40,24,50,823,60,17,40,80,60,94,40,20,40,100,2127,9100,1,0,21,80,4,1,1,2,60,1,0,0,0
40,50,100,1246,90,3,60,20,60,99,60,100,40,100,18200,7999,1,0,11,60,3,1,32,2,60,32,5,10,7
40,25,50,622,30,13,20,40,60,40,60,20,60,100,2096,26376,1,0,11,60,3,0,7,1,60,7,4,0,6
60,24,100,1287,60,7,60,20,40,55,60,20,60,100,2886,14168,1,10,16,60,4,1,6,4,60,6,3,1,2
60,30,100,448,30,12,80,40,60,74,40,20,20,100,2033,14470,1,0,18,60,3,1,1,2,80,1,0,0,0
40,34,50,254,60,1,40,40,60,83,40,20,80,100,3622,22794,1,10,13,60,4,1,6,3,60,6,5,1,3
60,31,50,1365,30,13,80,40,60,46,60,40,20,50,4233,11512,2,0,17,60,3,0,9,2,20,3,1,1,2
40,35,50,538,60,25,40,20,60,54,40,40,80,0,3681,14004,4,0,14,60,4,0,9,3,60,3,2,0,2
40,31,50,525,30,6,80,20,60,66,80,40,80,50,5460,6219,4,0,22,80,4,2,13,4,80,7,7,5,7
40,27,50,798,60,6,80,20,40,66,40,20,60,50,2187,5013,0,0,12,60,3,2,6,5,40,5,3,0,3
40,37,50,558,30,2,60,80,60,75,60,40,60,100,9602,3010,4,10,11,60,3,1,17,3,40,3,0,1,0
40,20,50,959,60,1,60,80,40,83,40,20,40,0,2836,11757,1,0,13,60,4,0,1,0,80,1,0,0,0
40,42,50,622,60,2,80,60,40,81,60,40,80,100,4089,5718,1,0,13,60,2,2,10,4,60,10,2,2,2
40,43,50,782,60,6,80,40,60,50,40,80,80,50,16627,2671,4,10,14,60,3,1,21,3,40,1,0,0,0
40,38,50,362,60,1,20,60,40,43,60,20,20,0,2619,14561,3,0,17,60,4,0,8,3,40,0,0,0,0
40,43,100,1001,60,9,100,80,60,72,60,40,60,50,5679,19627,3,10,13,60,2,1,10,3,60,8,7,4,7
40,48,50,1236,60,1,80,80,40,40,40,80,20,100,15402,17997,7,0,11,60,1,1,21,3,20,3,2,0,2
40,44,50,1112,90,1,80,20,40,50,40,40,60,0,5985,26894,4,0,11,60,2,0,10,1,80,2,2,0,2
40,34,50,204,30,14,60,60,40,31,60,20,60,50,2579,2912,1,10,18,60,4,2,8,3,60,8,2,0,6
60,27,50,1420,30,2,20,60,60,85,60,20,20,50,3041,16346,0,0,11,60,2,1,5,3,60,4,3,0,2
40,21,50,1343,30,22,20,60,60,49,60,20,60,0,3447,24444,1,0,11,60,3,0,3,2,60,3,2,1,2
40,44,50,1315,60,3,80,80,60,35,60,100,80,100,19513,9358,4,10,12,60,1,1,26,2,80,2,2,0,1
40,22,50,604,60,6,20,20,60,69,60,20,60,100,2773,12145,0,0,20,80,4,0,3,3,60,2,2,2,2
40,33,50,1216,30,8,80,60,60,39,60,40,60,50,7104,20431,0,0,12,60,4,0,6,3,60,5,0,1,2
40,32,50,646,60,9,80,20,40,92,60,40,80,100,6322,18089,1,10,12,60,4,1,6,2,40,6,4,0,5
40,30,100,160,60,3,60,60,40,71,60,20,60,50,2083,22653,1,0,20,80,3,1,1,2,60,1,0,0,0
40,53,50,238,30,1,20,80,40,34,60,40,20,0,8381,7507,7,0,20,80,4,0,18,2,80,14,7,8,10
40,34,50,1397,60,1,100,40,60,42,60,20,80,100,2691,7660,1,0,12,60,4,1,10,4,40,10,9,8,8
60,45,100,306,30,26,80,20,40,100,60,40,20,100,4286,5630,2,0,14,60,4,2,5,4,60,1,1,0,0
40,26,50,991,60,6,60,60,40,71,60,20,80,100,2659,17759,1,10,13,60,3,1,3,2,60,3,2,0,2
40,37,50,482,60,3,60,60,60,36,60,60,60,100,9434,9606,1,0,15,60,3,1,10,2,60,10,7,7,8
40,29,50,1176,30,3,40,40,40,62,60,40,60,100,5561,3487,1,0,14,60,1,1,6,5,40,6,0,1,2
40,35,50,1017,60,6,80,40,60,82,20,40,80,0,6646,19368,1,0,13,60,2,0,17,3,60,17,11,11,8
40,33,100,1296,60,6,60,60,60,30,60,40,80,50,7725,5335,3,0,23,80,3,1,15,2,20,13,11,4,7
40,54,50,397,90,19,80,60,60,88,60,60,40,100,10725,6729,2,0,15,60,3,1,16,1,80,9,7,7,1
40,36,50,913,60,9,40,40,60,48,40,40,40,50,8847,13934,2,10,11,60,3,1,13,2,60,3,2,0,2
40,27,50,1115,60,3,80,20,60,54,40,20,80,0,2045,15174,0,0,13,60,4,0,5,0,60,4,2,1,1
60,20,50,1362,60,10,20,80,60,32,60,20,60,0,1009,26999,1,10,11,60,4,0,1,5,60,1,0,1,1
60,33,100,1076,60,3,60,20,60,70,60,20,20,0,3348,3164,1,10,11,60,1,0,10,3,60,10,8,9,7
40,35,0,727,60,3,60,60,60,41,40,20,60,100,1281,16900,1,0,18,60,3,2,1,3,60,1,0,0,0
40,23,50,885,60,4,60,20,60,58,80,20,20,100,2819,8544,2,0,16,60,1,1,5,3,80,3,2,0,2
40,25,50,810,30,8,60,80,60,57,80,40,40,100,4851,15678,0,0,22,80,3,1,4,4,60,3,2,1,2
40,38,50,243,30,7,80,80,40,46,40,40,80,0,4028,7791,0,0,20,80,1,0,8,2,60,7,7,0,5
40,29,100,806,60,1,80,40,60,76,20,20,80,50,2720,18959,1,0,18,60,4,1,10,5,60,10,7,2,8
40,48,50,817,30,2,20,40,60,56,80,40,40,100,8120,18597,3,0,12,60,4,0,12,3,60,2,2,2,2
40,27,100,1410,30,3,20,80,40,71,80,40,80,50,4647,16673,1,10,20,80,2,2,6,3,60,6,5,0,4
40,37,50,1225,60,10,40,80,60,80,80,20,80,0,4680,15232,3,0,17,60,1,0,4,2,60,1,0,0,0
40,50,50,1207,60,28,20,80,60,74,80,20,60,100,3221,3297,1,10,11,60,3,3,20,3,60,20,8,3,8
40,34,50,1442,60,9,60,80,40,46,40,60,40,0,8621,17654,1,0,14,60,2,0,9,3,80,8,7,7,7
60,24,50,693,30,3,40,20,40,65,60,40,60,0,4577,24785,9,0,14,60,1,0,4,3,60,2,2,2,0
40,39,50,408,60,2,80,80,40,80,40,40,60,0,4553,20978,1,0,11,60,1,0,20,4,60,20,7,11,10
40,32,50,929,30,10,60,80,60,55,60,40,80,0,5396,21703,1,0,12,60,4,0,10,2,40,10,7,0,8
60,50,100,562,30,8,40,40,60,50,60,40,60,100,6796,23452,3,10,14,60,1,1,18,4,60,4,3,1,3
40,38,50,827,60,1,80,40,40,33,80,40,80,0,7625,19383,0,0,13,60,3,0,10,4,40,9,7,1,8
40,27,50,608,60,1,40,60,40,68,60,60,20,100,7412,6009,1,0,11,60,4,0,9,3,60,9,7,0,7
40,32,50,1018,60,3,40,60,40,39,60,60,80,0,11159,19373,3,0,15,60,4,0,10,6,60,7,7,7,7
40,47,50,703,30,14,80,80,60,42,60,40,20,0,4960,11825,2,0,12,60,4,0,20,2,60,7,7,1,7
40,40,100,580,30,5,80,80,60,48,40,60,20,100,10475,23772,5,10,21,80,3,1,20,2,60,18,13,1,12
40,53,50,970,60,7,60,60,60,59,80,80,60,100,14814,13514,3,0,19,60,3,0,32,3,60,5,1,1,3
40,41,50,427,90,10,80,40,60,73,40,100,80,50,19141,8861,3,0,15,60,2,3,23,2,40,21,6,12,6
40,60,50,1179,30,16,80,20,60,84,60,40,20,0,5405,11924,8,0,14,60,4,0,10,1,60,2,2,2,2
40,27,100,294,60,10,40,80,60,32,60,60,20,50,8793,4809,1,0,21,80,3,2,9,4,40,9,7,1,7
40,41,50,314,90,1,60,80,60,59,40,100,60,100,19189,19562,1,0,12,60,2,1,22,3,60,22,7,2,10
40,50,50,316,30,8,80,80,60,54,60,20,40,100,3875,9983,7,0,15,60,4,1,4,2,60,2,2,2,2
60,28,50,654,60,1,40,20,40,67,20,20,40,0,2216,3872,7,10,13,60,4,0,10,4,60,7,7,3,7
40,36,0,427,60,8,60,20,40,63,80,60,20,100,11713,20335,9,0,14,60,1,1,10,2,60,8,7,0,5
40,38,50,168,60,1,60,60,40,81,60,60,60,0,7861,15397,4,10,14,60,4,0,10,4,80,1,0,0,0
40,44,0,381,60,24,60,20,60,49,20,20,60,0,3708,2104,2,0,14,60,3,0,9,5,60,5,2,1,4
40,47,100,217,30,3,60,80,40,49,60,80,60,50,13770,10225,9,10,12,60,4,2,28,2,40,22,2,11,13
40,30,50,501,30,27,100,60,60,99,60,40,80,50,5304,25275,7,0,23,80,4,1,10,2,40,8,7,7,7
40,29,50,1396,30,10,60,60,60,99,60,20,60,0,2642,2755,1,0,11,60,3,0,1,6,60,1,0,0,0
60,42,100,933,60,19,60,60,60,57,80,20,60,50,2759,20366,6,10,12,60,4,0,7,2,60,2,2,2,2
40,43,100,775,30,15,60,80,60,47,40,40,80,100,6804,23683,3,0,18,60,3,1,7,5,60,2,2,2,2
40,34,50,970,60,8,40,40,40,96,60,40,60,0,6142,7360,3,0,11,60,4,0,10,2,60,5,1,4,3
40,23,50,650,60,9,20,40,60,37,60,20,20,100,2500,4344,1,0,14,60,4,1,5,2,80,4,3,0,2
40,39,50,141,90,3,60,60,40,44,80,40,40,100,6389,18767,9,0,15,60,3,1,12,3,20,8,3,3,6
40,56,50,832,60,9,60,60,60,81,60,80,80,100,11103,20420,7,0,11,60,3,0,30,1,40,10,7,1,1
40,40,50,804,60,2,20,80,40,86,40,20,80,0,2342,22929,0,10,20,80,4,0,5,2,40,4,2,2,3
40,27,50,975,60,7,60,80,40,55,40,40,20,0,6811,23398,8,0,19,60,1,0,9,2,20,7,6,0,7
40,29,50,1090,30,10,60,80,60,83,60,20,40,50,2297,17967,1,0,14,60,4,2,2,2,60,2,2,2,2
40,53,50,346,60,6,60,80,60,86,60,40,80,0,2450,10919,2,0,17,60,4,0,19,4,60,2,2,2,2
40,35,0,1225,60,2,80,80,40,61,60,40,20,50,5093,4761,2,0,11,60,1,1,16,2,80,1,0,0,0
40,32,100,430,60,24,80,20,60,80,60,40,80,100,5309,21146,1,0,15,60,4,2,10,2,60,10,8,4,7
40,38,50,268,60,2,100,80,60,92,60,20,60,100,3057,20471,6,10,13,60,2,1,6,0,20,1,0,0,1
40,34,50,167,60,8,100,40,40,32,60,40,20,50,5121,4187,3,0,14,60,3,1,7,3,60,0,0,0,0
40,52,50,621,30,3,80,60,60,31,40,80,20,100,16856,10084,1,0,11,60,1,0,34,3,80,34,6,1,16
60,33,50,527,60,1,80,80,60,63,60,20,80,0,2686,5207,1,10,13,60,3,0,10,2,40,10,9,7,8
40,25,50,883,30,26,20,60,40,32,60,40,80,0,6180,22807,1,0,23,80,2,0,6,5,40,6,5,1,4
40,45,50,954,30,2,40,40,60,46,20,40,60,0,6632,12388,0,0,13,60,1,0,9,3,60,8,7,3,1
40,23,50,310,60,10,20,20,60,79,80,20,60,0,3505,19630,1,0,18,60,4,0,2,3,60,2,2,0,2
60,47,100,719,30,27,40,40,40,77,80,40,60,0,6397,10339,4,10,12,60,4,0,8,2,60,5,4,1,3
40,34,50,304,30,2,60,80,60,60,60,40,80,0,6274,18686,1,0,22,80,3,0,6,5,60,6,5,1,4
60,55,50,725,60,2,60,80,60,78,60,100,20,100,19859,21199,5,10,13,60,4,1,24,2,60,5,2,1,4
40,36,0,1434,30,8,80,20,60,76,40,60,20,0,7587,14229,1,0,15,60,2,0,10,1,60,10,7,0,9
40,52,0,715,60,19,80,80,60,41,60,20,80,100,4258,26589,0,0,18,60,1,1,5,3,60,4,3,1,2
40,26,100,575,60,1,40,20,40,71,20,20,80,50,4364,5288,3,0,14,60,1,1,5,2,60,2,2,2,0
40,29,50,657,60,27,60,40,40,66,60,40,60,100,4335,25549,4,0,12,60,1,1,11,3,40,8,7,1,1
60,26,50,1146,30,8,60,80,60,38,40,40,20,0,5326,3064,6,0,17,60,3,0,6,2,40,4,3,1,2
40,34,50,182,60,1,80,40,40,72,80,20,80,0,3280,13551,2,0,16,60,3,0,10,2,60,4,2,1,3
40,54,50,376,60,19,80,80,40,95,60,40,20,50,5485,22670,9,10,11,60,2,2,9,4,60,5,3,1,4
40,27,100,829,30,8,20,60,60,84,60,40,80,100,4342,24008,0,0,19,60,2,1,5,3,60,4,2,1,1
40,37,50,571,60,10,20,80,40,82,60,20,20,50,2782,19905,0,10,13,60,2,2,6,3,40,5,3,4,3
40,38,100,240,60,2,80,20,40,75,80,40,20,0,5980,26085,6,10,12,60,4,0,17,2,60,15,7,4,12
40,34,50,121,60,2,80,60,40,86,40,20,20,0,4381,7530,1,0,11,60,3,0,6,3,60,6,5,1,3
40,35,50,384,30,8,80,20,40,72,60,20,80,100,2572,20317,1,0,16,60,2,1,3,1,40,3,2,0,2
40,30,50,921,60,1,60,80,60,38,20,20,60,100,3833,24375,3,0,21,80,3,2,7,2,60,2,2,0,2
40,40,100,791,60,2,40,60,40,38,80,40,40,100,4244,9931,1,0,24,80,4,1,8,2,60,8,7,3,7
40,34,50,1111,30,8,40,60,40,93,60,40,20,100,6500,13305,5,0,17,60,2,1,6,1,60,3,2,1,2
40,42,100,570,60,8,60,40,60,66,60,100,80,50,18430,16225,1,0,13,60,2,1,24,4,40,24,7,14,9
60,23,50,1243,60,6,60,60,60,63,80,20,20,100,1601,3445,1,10,21,80,3,2,1,2,60,0,0,0,0
40,24,0,1092,60,9,60,60,60,60,40,20,40,50,2694,26551,1,0,11,60,3,3,1,4,60,1,0,0,0
40,52,50,1325,60,11,80,80,40,82,60,40,60,100,3149,21821,8,0,20,80,2,1,9,3,60,5,2,1,4
40,50,50,691,60,2,60,60,60,64,60,80,60,100,17639,6881,5,0,16,60,4,0,30,3,60,4,3,0,3
60,29,50,805,60,1,40,40,40,36,40,20,20,100,2319,6689,1,10,11,60,4,1,1,1,60,1,0,0,0
40,33,50,213,60,7,60,60,60,49,60,60,60,100,11691,25995,0,0,11,60,4,0,14,3,80,13,9,3,7
60,33,50,118,30,16,60,20,40,69,60,40,20,0,5324,26507,5,0,15,60,3,0,6,3,60,3,2,0,2
40,47,50,202,60,2,40,60,40,33,60,80,80,100,16752,12982,1,10,11,60,3,1,26,3,40,26,14,3,0
40,36,50,676,60,1,60,60,40,35,60,40,40,100,5228,23361,0,0,15,60,1,1,10,2,60,9,7,0,5
40,29,50,1252,60,23,40,60,60,81,80,20,60,100,2700,23779,1,0,24,80,3,1,10,3,60,10,7,0,7
60,58,50,286,60,2,80,80,60,31,60,100,40,0,19246,25761,7,10,12,60,4,0,40,2,60,31,15,13,8
40,35,50,1258,60,1,80,80,40,40,80,20,60,0,2506,13301,3,0,13,60,3,0,7,0,60,2,2,2,2
40,42,50,932,60,1,40,80,40,43,40,40,80,100,6062,4051,9,10,13,60,4,1,8,4,60,4,3,0,2
60,28,50,890,60,2,80,60,60,46,60,20,60,0,4382,16374,6,0,17,60,4,0,5,3,40,2,2,2,1
40,36,50,1041,90,13,60,60,60,36,60,20,40,100,2143,25527,4,0,13,60,2,1,8,2,60,5,2,0,4
40,32,50,859,60,4,60,60,40,98,40,40,60,100,6162,19124,1,0,12,60,3,1,14,3,60,14,13,6,8
40,40,100,720,60,16,80,20,60,51,40,40,60,0,5094,11983,6,0,14,60,4,0,10,6,60,1,0,0,0
40,30,50,946,60,2,60,60,40,52,40,40,80,0,6877,20234,5,10,24,80,2,0,12,4,40,0,0,0,0
40,45,50,252,60,2,60,40,40,95,40,20,60,0,2274,6153,1,0,14,60,4,0,1,3,60,1,0,0,0
40,42,50,933,60,29,60,40,60,98,60,40,40,100,4434,11806,1,0,13,60,4,1,10,3,40,9,8,7,8
40,38,100,471,60,12,60,20,60,45,40,40,20,50,6288,4284,2,0,15,60,3,1,13,3,40,4,3,1,2
40,34,100,702,60,16,80,60,40,100,40,20,80,0,2553,8306,1,0,16,60,3,0,6,3,60,5,2,1,3
60,49,50,1184,30,11,60,60,40,43,60,60,80,100,7654,5860,1,0,18,60,1,2,9,3,80,9,8,7,7
60,55,50,436,30,2,20,60,60,37,60,40,80,0,5160,21519,4,0,16,60,3,0,12,3,40,9,7,7,3
40,43,50,589,60,14,40,40,60,94,60,80,20,100,17159,5200,6,0,24,80,3,1,22,3,60,4,1,1,0
40,27,50,269,60,5,20,60,60,42,40,60,80,50,12808,8842,1,10,16,60,2,1,9,3,60,9,8,0,8
40,35,50,950,60,7,60,60,60,59,60,60,60,0,10221,18869,3,0,21,80,2,0,17,3,80,8,5,1,6
40,28,50,760,30,2,80,40,40,81,60,40,40,100,4779,3698,1,10,20,80,1,0,8,2,60,8,7,7,5
40,34,50,829,90,3,40,60,60,88,60,20,80,100,3737,2243,0,0,19,60,3,1,4,1,20,3,2,0,2
60,26,100,887,60,5,40,60,40,88,40,20,60,100,2366,20898,1,10,14,60,1,1,8,2,60,8,7,1,7
40,27,0,443,60,3,60,80,60,50,60,20,80,100,1706,16571,1,0,11,60,3,3,0,6,40,0,0,0,0
40,51,50,1318,30,26,80,20,40,66,60,80,60,100,16307,5594,2,0,14,60,3,1,29,2,40,20,6,4,17
40,44,50,625,60,4,60,80,60,50,60,40,40,0,5933,5197,9,0,12,60,4,0,10,2,40,5,2,2,3
40,25,50,180,60,2,20,20,60,65,80,20,20,0,3424,21632,7,0,13,60,3,0,6,3,40,4,3,0,1
40,33,50,586,30,1,60,20,60,48,80,40,20,50,4037,21816,1,0,22,80,1,1,9,5,60,9,8,0,8
40,35,50,1343,60,27,20,60,40,53,40,20,20,0,2559,17852,1,0,11,60,4,0,6,3,40,6,5,1,1
40,36,50,928,30,1,40,40,60,56,60,40,80,100,6201,2823,1,10,14,60,4,1,18,1,40,18,14,4,11
40,32,50,117,30,13,80,40,60,73,60,40,80,50,4403,9250,2,0,11,60,3,1,8,3,40,5,2,0,3
40,30,100,1012,60,5,80,40,60,75,40,20,80,50,3761,2373,9,0,12,60,2,1,10,3,40,5,4,0,3
40,53,50,661,30,7,40,20,40,78,40,60,80,100,10934,20715,7,10,18,60,4,1,35,3,60,5,2,0,4
40,45,50,930,30,9,60,80,60,74,60,60,20,50,10761,19239,4,10,12,60,3,1,18,2,60,5,4,0,2
40,32,50,638,60,8,40,60,40,91,80,40,60,100,5175,22162,5,0,12,60,3,1,9,3,40,5,3,1,3
40,52,100,890,60,25,80,60,40,81,40,80,80,100,13826,19028,3,0,22,80,3,0,31,3,60,9,8,0,0
40,37,50,342,30,16,80,80,60,66,40,40,60,50,6334,24558,4,0,19,60,4,2,9,2,60,1,0,0,0
40,28,50,1169,90,8,40,40,60,63,40,20,80,50,4936,23965,1,0,13,60,4,1,6,6,60,5,1,0,4
40,22,50,1230,60,1,40,80,60,33,40,40,80,100,4775,19146,6,0,22,80,1,2,4,2,20,2,2,2,2
40,44,50,986,60,8,80,20,60,62,80,20,80,100,2818,5044,2,10,24,80,3,1,10,2,40,3,2,0,2
40,42,100,1271,60,2,20,40,60,35,60,20,80,0,2515,9068,5,10,14,60,4,0,8,2,60,2,1,2,2
40,36,50,1278,90,8,60,20,60,77,40,20,20,100,2342,8635,0,0,21,80,3,0,6,3,60,5,4,0,3
40,25,50,141,30,3,20,60,60,98,60,40,20,100,4194,14363,1,10,18,60,4,0,5,3,60,5,3,0,3
40,35,50,607,60,9,60,80,40,66,40,60,60,100,10685,23457,1,10,20,80,2,1,17,2,60,17,14,5,15
60,35,100,130,60,25,80,80,40,96,60,20,40,50,2022,16612,1,10,19,60,1,1,10,3,40,10,2,7,8
40,32,0,300,60,1,60,80,60,61,60,20,80,50,2314,9148,0,0,12,60,2,1,4,2,60,3,0,0,2
40,25,50,583,30,4,20,60,60,87,40,40,20,100,4256,18154,1,0,12,60,1,0,5,1,80,5,2,0,3
40,49,50,1418,60,1,60,60,40,36,60,20,20,100,3580,10554,2,0,16,60,2,1,7,2,60,4,2,0,2
40,24,0,1269,60,4,20,20,60,46,40,20,80,100,3162,10778,0,0,17,60,4,0,6,2,40,5,2,3,4
40,32,100,379,30,5,40,40,60,48,60,40,40,100,6524,8891,1,0,14,60,4,1,10,3,60,10,8,5,3
40,38,50,395,30,9,60,40,60,98,40,20,40,100,2899,12102,0,0,19,60,4,1,3,3,60,2,2,1,2
40,42,50,1265,60,3,60,60,40,95,80,40,80,100,5231,23726,2,10,13,60,2,1,17,1,40,5,3,1,3
40,31,50,1222,60,11,80,80,60,48,60,20,80,100,2356,14871,3,10,19,60,2,1,8,2,60,6,4,0,2
60,29,50,341,30,1,60,40,40,48,40,20,60,50,2800,23522,6,10,19,60,3,3,5,3,60,3,2,0,2
40,53,50,868,30,8,60,20,60,73,60,80,80,100,11836,22789,5,0,14,60,3,1,28,3,60,2,0,2,2
40,35,50,672,60,25,60,80,60,78,40,60,40,100,10903,9129,3,0,16,60,1,0,16,2,60,13,10,4,8
40,37,100,1231,30,21,40,60,40,54,60,20,80,100,2973,21222,5,0,15,60,2,1,10,3,60,5,4,0,0
40,53,50,102,60,23,80,80,40,72,60,80,80,0,14275,20206,6,0,18,60,3,0,33,0,60,12,9,3,8
40,43,100,422,60,1,60,80,40,33,60,40,80,100,5562,21782,4,0,13,60,2,1,12,2,40,5,2,2,2
40,47,50,249,30,2,40,60,40,35,60,40,80,100,4537,17783,0,10,22,80,1,1,8,2,60,7,6,7,7
40,37,0,1252,30,19,40,20,60,32,60,60,40,0,7642,4814,1,10,13,60,4,0,10,2,60,10,0,0,9
40,50,0,881,60,2,80,20,60,98,60,80,20,50,17924,4544,1,0,11,60,4,1,31,3,60,31,6,14,7
40,39,50,1383,90,2,60,80,40,42,40,40,80,100,5204,7790,8,0,11,60,3,2,13,2,60,5,4,0,4
40,33,50,1075,90,3,40,80,60,57,60,20,40,50,2277,22650,3,10,11,60,3,1,7,4,80,4,3,0,3
60,32,50,374,60,25,80,20,60,87,60,20,80,0,2795,18016,1,10,24,80,3,0,1,2,20,1,0,0,1
40,29,50,1086,60,7,20,20,40,62,40,20,80,50,2532,6054,6,0,14,60,3,3,8,5,60,4,3,0,3
40,44,50,661,60,9,40,40,60,61,60,20,20,100,2559,7508,1,10,13,60,4,0,8,0,60,8,7,7,1
40,28,50,821,30,5,80,20,60,98,60,40,80,0,4908,24252,1,0,14,60,2,0,4,3,60,4,2,0,2
60,58,100,781,60,2,20,80,60,57,40,20,80,50,2380,13384,9,10,14,60,4,1,3,3,40,1,0,0,0
40,43,50,177,60,8,60,20,40,55,60,40,40,50,4765,23814,4,0,21,80,3,1,4,2,80,1,0,0,0
60,20,50,500,30,2,60,60,40,49,40,20,60,0,2044,22052,1,0,13,60,4,0,2,3,40,2,2,0,2
60,21,50,1427,60,18,20,80,40,65,60,20,80,0,2693,8870,1,0,19,60,1,0,1,3,40,1,0,0,0
40,36,50,1425,60,14,20,60,60,68,60,40,80,100,6586,4821,0,10,17,60,1,1,17,2,40,16,8,4,11
40,47,50,1454,30,2,80,80,40,65,40,20,80,0,3294,13137,1,10,18,60,1,0,3,3,40,3,2,1,2
60,22,50,617,60,3,20,40,40,34,60,40,60,100,4171,10022,0,10,19,60,1,1,4,3,80,3,2,0,2
60,41,50,1085,60,2,80,40,40,57,20,20,80,50,2778,17725,4,10,13,60,3,1,10,1,40,7,7,1,0
40,28,50,995,60,9,60,60,40,77,60,20,60,50,2377,9834,5,0,18,60,2,1,6,2,60,2,2,2,2
60,39,50,1122,60,6,60,80,60,70,60,20,20,100,2404,4303,7,10,21,80,4,0,8,2,20,2,2,2,2
40,27,50,618,60,4,60,40,40,76,60,20,60,0,2318,17808,1,0,19,60,3,0,1,2,60,1,1,0,0
40,34,50,546,60,10,60,40,60,83,60,20,40,50,2008,6896,1,0,14,60,2,2,1,3,60,1,0,1,0
40,42,50,462,30,14,40,60,40,68,40,40,60,0,6244,7824,7,0,17,60,1,0,10,6,60,5,4,0,3
40,33,50,1198,60,1,80,60,60,100,40,20,20,0,2799,3339,3,10,11,60,2,0,6,1,60,3,2,0,2
40,58,50,1272,60,5,60,60,40,37,40,60,40,50,10552,9255,2,10,13,60,4,1,24,3,60,6,0,0,4
40,31,50,154,30,7,80,40,60,41,40,20,60,100,2329,11737,3,0,15,60,2,0,13,2,80,7,7,5,2
40,35,50,1137,60,21,20,80,40,51,60,40,80,100,4014,19170,1,10,25,80,4,1,10,2,20,10,6,0,7
40,49,50,527,60,8,40,20,40,51,60,60,40,100,7403,22477,4,0,11,60,3,1,29,3,40,26,9,1,7
